ID,bac_com,fun_com,bf_com,bac,fun,bf,type,pH,WC,Clay,silt,Sand,TN,TP,TC,MAP,site,Richness1,Shannon1,PD1,pcoa1,CopyNumber,Shannon2,Richness2,pd2,pcoa2,nw1,nw2,shannon,Richness,soil.1,div.1,com.1,nc.1,nw.1,MAT,plantdiv,ST,ALT
Bacteria_F362_raw,0.483008125,0.161016949,0.597770154,0.053021512,0.035531466,0.00301479,Mountain,7.68,8.66396761,1.864,97.58,0,1.14724862,0.576902025,14.28484854,330.4018388,s36,8018,7.993724652,244.01009,0.077993304,1.754693945,6.0384227,1371,351.23053,0.089129179,1.548824255,1.177205597,14.03214735,9389,-1.570294534,0.81073707,1.143529645,1.041375667,-1.417656829,4.730939302,0.712395833,Chisley soil,1402.2
Bacteria_F363_raw,0.479352071,0.168224299,0.58317757,0.049487509,0.038558559,0.002830576,Mountain,7.73,7.24409449,2.412,97.425,0,0.86455928,0.515675676,10.62301098,330.4018388,s36,7900,8.356659271,201.98631,0.065586895,1.539342447,5.798090374,1035,265.7769,0.157516993,1.548824255,1.177205597,14.15474965,8935,-1.102401246,1.91270113,0.912112523,0.044126155,-1.417656829,4.730939302,0.784181743,Chisley soil,1402.2
Bacteria_F41_raw,0.476941748,0.228070175,0.634920635,0.049804921,0.023602484,0.002421301,Mountain,7.36,6.86427457,1.301,75.305,23.394,1.82884556,0.313896574,22.39819005,335.0108643,s4,6888,8.01982395,169.19201,-0.074332095,1.603164484,5.598296094,1728,379.00483,0.259238902,1.705102247,1.404813339,13.61812004,8616,-0.887872948,0.513663389,1.360401791,-0.502047697,3.175330124,5.730767857,0.649497111,Chernozem,1189.51
Bacteria_F42_raw,0.480738455,0.161016949,0.608256108,0.050127496,0.035531466,0.002820127,Mountain,6.96,4.74148802,1.923,84.607,13.47,1.79704918,0.295159386,20.60657356,335.0108643,s4,7658,8.226268775,207.05779,0.252751422,1.394462581,6.647444193,4074,777.05541,0.220452519,1.705102247,1.404813339,14.87371297,11732,-0.83988691,2.195857156,1.191245929,0.159315877,3.175330124,5.730767857,0.721869549,Chernozem,1189.51
Bacteria_F43_raw,0.480089128,0.161016949,0.615515772,0.049084383,0.035531466,0.002732985,Mountain,6.78,6.63806158,2.279,89.488,8.233,1.885353,0.318763326,23.15954193,335.0108643,s4,7517,8.14744436,203.32373,0.15561487,1.410347304,6.65560859,3652,701.64363,0.198414422,1.705102247,1.404813339,14.80305295,11169,-1.318632591,1.917338148,1.246607387,-0.183959898,3.175330124,5.672011202,0.751715598,Chernozem,1189.51
Bacteria_F51_raw,0.474305501,0.145454545,0.564971751,0.054082697,0.043035994,0.003084666,Mountain,6.62,15.24409449,3.272,88.896,7.832,2.64130644,0.367775832,30.48178227,351.402255,s5,4975,7.593274819,128.59117,0.178534184,1.404632664,5.356374251,898,257.39726,-0.076615205,1.581269418,1.181840539,12.94964907,5873,-2.639763583,-1.248132123,0.611644581,1.362566826,-0.961931954,5.826449741,0.586307408,Chestnut soil,1035.99
Bacteria_F52_raw,0.478423237,0.159292035,0.562173459,0.053170952,0.035759494,0.002863958,Mountain,7.04,16.11484739,4.029,95.971,0,2.69162437,0.362443536,30.70228091,351.402255,s5,6201,7.879339042,164.48004,0.142325113,1.329330289,6.338442785,1614,372.37005,0.108087972,1.581269418,1.181840539,14.21778183,7815,-2.63820315,0.663030255,0.68395429,0.846725889,-0.961931954,5.826449741,0.47166913,Chestnut soil,1035.99
Bacteria_F53_raw,0.474398422,0.161290323,0.560355781,0.058461056,0.04025974,0.003083191,Mountain,6.9,14.52852154,4.373,95.627,0,2.55977666,0.351250665,30.60978702,351.402255,s5,4703,7.567230723,120.41201,0.258397845,1.518914629,5.796264845,1024,280.68736,0.249718186,1.581269418,1.181840539,13.36349557,5727,-2.507958992,-0.951068346,0.568696265,2.255140993,-0.961931954,5.902702938,0.657766668,Chestnut soil,1035.99
Bacteria_F61_raw,0.483081269,0.227848101,0.596338274,0.050115608,0.031790744,0.002867034,Mountain,6.83,8.90652557,2.576,93.095,4.329,1.4971874,0.293995859,16.80169074,335.7777654,s6,6843,8.077159765,162.53057,0.267027332,1.572149878,4.572298399,798,224.51421,0.262369295,1.603016335,1.176130901,12.64945816,7641,-1.236517034,-0.191566593,1.131280212,0.226917831,-0.75945765,4.229826971,0.508430575,Chernozem,1401.49
Bacteria_F62_raw,0.483985992,0.150442478,0.581042654,0.051429245,0.039649123,0.002869554,Mountain,6.73,6.72498633,3.025,96.975,0,1.34053939,0.212560386,14.46428289,335.7777654,s6,6389,7.959787782,172.91372,0.29794922,1.438889953,5.471215247,954,266.54512,-0.071769163,1.603016335,1.176130901,13.43100303,7343,-0.806573307,0.182898801,1.003417116,0.499139472,-0.75945765,4.229826971,0.669994564,Chernozem,1401.49
Bacteria_F63_raw,0.484957812,0.161016949,0.59122807,0.050805167,0.035531466,0.002786877,Mountain,6.72,7.57097792,3.74,96.26,0,1.32773613,0.18764495,15.02468372,335.7777654,s6,6584,7.675099319,190.65964,0.265540598,1.876729887,5.709004961,1657,381.69742,0.202615692,1.603016335,1.176130901,13.38410428,8241,-0.846629514,-0.637639563,1.126682406,0.248165289,-0.75945765,4.229826971,0.850334794,Chernozem,1401.49
Bacteria_F71_raw,0.354893285,0.212765957,0.553299492,0.065739267,0.034107402,0.002737708,Mountain,6.64,0.34426526,0,7.284,92.465,0.19125601,0.056812313,1.30085303,344.4410477,s7,4138,7.310015893,129.08499,0.346104258,2.147800935,3.533546323,402,135.29543,0.227057892,1.591111099,1.228061596,10.84356222,4540,1.779808144,-3.897373465,-2.394181367,3.22674014,-0.300210509,3.844956951,0.743047835,Aeolian sandy soil,1739.44
Bacteria_F72_raw,0.360670772,0.144329897,0.581443299,0.05880812,0.040165631,0.002888452,Mountain,6.39,1.05571847,0.113,5.224,94.663,0.19708029,0.0613101,2.03550649,344.4410477,s7,4173,7.222280908,122.56843,0.342364779,2.035350308,4.241143668,548,188.8364,0.005664512,1.591111099,1.228061596,11.46342458,4721,1.595121969,-3.585724884,-1.978704286,2.035325855,-0.300210509,3.844956951,0.832546116,Aeolian sandy soil,1739.44
Bacteria_F73_raw,0.431298761,0.145833333,0.595524957,0.051494742,0.040920716,0.00224463,Mountain,6.24,1.7594776,0.699,10.023,89.278,0.24324324,0.074276352,2.61850549,344.4410477,s7,5306,7.512596645,165.41043,0.329310372,1.828483285,4.442749617,513,180.51686,-0.079950238,1.591111099,1.228061596,11.95534626,5819,1.347265452,-2.353735799,-0.130582881,-0.420477208,-0.300210509,3.844956951,0.825357055,Aeolian sandy soil,1739.44
Bacteria_F81_raw,0.455662712,0.161016949,0.532064128,0.046815941,0.040328093,0.003243208,Mountain,7.01,4.05105438,2.005,93.634,4.361,0.98247696,0.324534833,9.18519306,362.6550411,s8,7318,8.127345953,188.37614,0.242454063,1.422334831,5.321880575,979,254.65101,0.212336966,1.66890361,1.215361484,13.44922653,8297,-0.473656831,0.657492916,-0.162008321,0.114208639,0.514302352,3.862762104,0.866184895,Chestnut soil,1815.2
Bacteria_F82_raw,0.438925681,0.163793103,0.526427061,0.045081168,0.036708861,0.003154122,Mountain,7.43,5.59006211,1.943,94.201,3.856,1.06747352,0.343328987,9.83691461,362.6550411,s8,7614,8.228593659,189.1919,0.208938651,1.348705299,5.927638699,1581,349.72595,0.224424818,1.66890361,1.215361484,14.15623236,9195,-0.53366095,1.563681632,-0.622487649,-0.373319485,0.514302352,3.862762104,0.853824986,Chestnut soil,1815.2
Bacteria_F83_raw,0.422253635,0.149122807,0.504329004,0.042152753,0.044600939,0.003220601,Mountain,8,4.61914959,2.44,91.73,5.83,1.18497034,0.406486942,10.48536006,362.6550411,s8,7411,8.204814445,185.86429,0.15897144,1.414484471,4.648805498,843,236.97134,0.17089864,1.66890361,1.215361484,12.85361994,8254,-0.384177732,0.339345979,-1.242575099,-0.872528204,0.514302352,3.862762104,0.857610917,Chestnut soil,1815.2
Bacteria_F91_raw,0.49110658,0.166666667,0.506623491,0.051152312,0.038363171,0.00278996,Grassland,8.13,1.58663883,2.517,55.107,42.376,0.40543907,0.133391647,3.31825038,393.5833393,s9,7313,8.156285205,192.48613,-0.378920389,1.575292432,5.811527493,1375,336.88084,0.142376156,1.630358389,1.134302864,13.9678127,8688,1.401070791,1.198185395,0.447147199,0.323711892,-0.909629289,5.794849201,0.567787889,Aeolian sandy soil,1408.85
Bacteria_F92_raw,0.485402247,0.166666667,0.509001059,0.048884778,0.040384615,0.002486626,Grassland,7.91,1.59517137,1.408,41.372,57.22,0.42857143,0.123783326,3.53503409,393.5833393,s9,7150,8.127005216,192.8817,-0.372604608,1.580742091,4.452597907,503,181.89824,-0.231220878,1.630358389,1.134302864,12.57960312,7653,1.498504009,-0.11737712,0.332298857,-0.592562031,-0.909629289,5.794849201,0.368624289,Aeolian sandy soil,1408.85
Bacteria_F93_raw,0.483778242,0.177777778,0.51661442,0.051868109,0.040705563,0.002891182,Grassland,8.04,2.09143969,2.6,56.604,40.796,0.55607613,0.148568932,4.66210237,393.5833393,s9,7221,8.116566938,194.76662,-0.376309378,1.481495904,4.570394818,615,209.73509,-0.065708354,1.630358389,1.134302864,12.68696176,7836,1.202556802,-0.050386434,0.367522062,0.621117479,-0.909629289,5.794849201,0.169546976,Aeolian sandy soil,1408.85
